ID,PAV_Max,PAV_Mean,PAV_PctMissing,SyntenyPC,SyntenyScore,Exon_number,X3pUTR_length,X5pUTR_length,CDS_length,Content.GC,CAI,Max_dSNAF,Makes_Protein,TotalSNPs,SNP_density,Average_FPKM,Max_FPKM,RNA.breadth
Zm00001d000126,0,0,0,-1.8211501228,0,2,0,739,345,0.55,0.905168989258468,316.7023018,1,0,0,68.0619594890511,586.295,274
Zm00001d000128,0,0,0,-1.8211501228,0,3,119,180,466,0.63,0.883379100783936,4158.210284,1,0,0,18.5851535076642,411.473,131
Zm00001d000133,0,0,0,-1.8211501228,0,18,308,616,2208,0.44,0.701304380184671,1454.747394,1,0,0,36.7261947335766,168.423,272
Zm00001d000134,0,0,0,-1.8211501228,0,3,0,0,474,0.34,0.636481699353332,0,0,0,0,0.190628061678832,4.59134,19
Zm00001d000135,0,0,0,-1.8211501228,0,2,144,1218,474,0.43,0.814963163061352,0,0,0,0,6.44363455474453,18.7833,272
Zm00001d000137,0,0,0,-1.8211501228,0,3,0,144,2313,0.46,0.694180589050798,6.897002078,1,0,0,1.30451248905109,6.14155,156
Zm00001d000139,0,0,0,-1.8211501228,0,1,0,0,810,0.63,0.777041529423031,0,0,0,0,0.072551997810219,1.04574,1
Zm00001d000141,0,0,0,-1.8211501228,0,1,0,0,918,0.7,0.826586961400314,0,0,0,0,1.03227274087591,8.51693,78
Zm00001d000150,0,0,0,-1.8211501228,0,4,33,212,1339,0.43,0.680167518715332,0,0,0,0,0.521577327372263,2.53651,19
Zm00001d000152,0,0,0,-1.8211501228,0,4,91,560,2965,0.44,0.672944161221387,0,0,0,0,0.334560248357664,1.34665,4
Zm00001d000153,0,0,0,-1.8211501228,0,7,23,1231,1462,0.43,0.707829856387534,1793.987173,1,0,0,21.0689452554745,60.4324,274
Zm00001d000154,0,0,0,-1.8211501228,0,1,0,0,678,0.74,0.840213058538943,51.0121316,1,0,0,0.615798348175183,16.1159,42
Zm00001d000158,0,0,0,-1.8211501228,0,3,0,0,1668,0.51,0.721537902515764,3.520856146,1,0,0,1.08890490510949,13.0301,101
Zm00001d000159,0,0,0,-1.8211501228,0,2,123,221,148,0.43,0.780671621635623,0,0,0,0,0.000957904379562,0.115623,0
Zm00001d000160,0,0,0,-1.8211501228,0,6,0,144,2808,0.61,0.823936379835643,31.49704141,1,0,0,0.292199667080292,28.1797,3
Zm00001d000161,0,0,0,-1.8211501228,0,2,41,0,475,0.45,0.675268056941629,49.74300457,1,0,0,14.186961569708,261.543,81
Zm00001d000162,0,0,0,-1.8211501228,0,6,0,183,879,0.39,0.672603760249977,0,0,0,0,0.001272970072993,0.0863186,0
Zm00001d000163,0,0,0,-1.8211501228,0,3,134,375,943,0.54,0.925992999523931,0,0,0,0,4.00188905572993,75.2242,67
Zm00001d000164,0,0,0,-1.8211501228,0,6,185,145,1248,0.52,0.828779648888623,2021.216836,1,0,0,10.0479701193431,102.642,121
Zm00001d000165,0,0,0,-1.8211501228,0,1,0,0,750,0.65,0.799878079860779,0,0,0,0,4.63250203284672,22.1957,231
Zm00001d000166,0,0,0,-1.8211501228,0,4,0,669,2527,0.43,0.656272063993301,0,0,0,0,4.84494166423358,13.6183,271
Zm00001d000168,0,0,0,-1.8211501228,0,5,405,226,1434,0.54,0.814337477095456,0,0,0,0,36.2758870656934,209.56,245
Zm00001d000169,0,0,0,-1.8211501228,0,17,1082,318,1388,0.42,0.660547600338165,0,0,0,0,30.3458695255474,95.4484,274
Zm00001d000174,0,0,0,-1.8211501228,0,2,0,0,600,0.6,0.822637282147638,0,0,0,0,0.010694540510949,1.92393,1
Zm00001d000175,0,0,0,-1.8211501228,0,6,94,0,1196,0.57,0.804653268455144,0,0,0,0,15.8903380532847,154.594,191
Zm00001d000176,0,0,0,-1.8211501228,0,2,0,0,736,0.49,0.867637970467271,27.16901661,1,0,0,8.9909651609489,489.995,78
Zm00001d000178,0,0,0,-1.8211501228,0,9,164,255,1021,0.47,0.703996769136186,2230.838054,1,0,0,21.7352421167883,53.2262,274
Zm00001d000179,0,0,0,-1.8211501228,0,1,0,0,846,0.72,0.844060821126649,0,0,0,0,4.10374925912409,50.0882,200
Zm00001d000180,0,0,0,-1.8211501228,0,4,0,0,512,0.46,0.697409226610595,0,0,0,0,0.019532789416058,0.888016,0
Zm00001d000181,0,0,0,-1.8211501228,0,2,0,0,820,0.56,0.876513133359456,0,0,0,0,1.51963870437956,23.2704,49
Zm00001d000183,0,0,0,-1.8211501228,0,3,0,0,1563,0.46,0.810378602580042,0,0,0,0,15.9990709518248,213.85,192
Zm00001d000184,0,0,0,-1.8211501228,0,3,170,406,948,0.46,0.71619016180517,0,0,0,0,20.0381505109489,88.8953,274
Zm00001d000193,0,0,0,-1.8211501228,0,4,0,0,592,0.49,0.672301848762306,0,0,0,0,5.84773871058394,47.4182,80
Zm00001d000194,0,0,0,-1.8211501228,0,4,68,155,661,0.56,0.848157974524557,0,0,0,0,11.3518654748175,126.177,84
Zm00001d000195,0,0,0,-1.8211501228,0,8,125,322,1425,0.54,0.814834634800931,0,0,0,0,1.38336461087591,89.6414,36
Zm00001d000197,0,0,0,-1.8211501228,0,1,0,0,519,0.71,0.851515287823249,90.28414044,1,0,0,44.0153888686131,135.758,274
Zm00001d000199,0,0,0,-1.8211501228,0,9,512,308,1025,0.44,0.680722110553337,16.06781397,1,0,0,11.1823033357664,36.4518,273
Zm00001d000204,0,0,0,-1.8211501228,0,10,0,313,2117,0.56,0.87714849988565,99.28483082,1,0,0,46.768335620438,388.743,274
Zm00001d000205,0,0,0,-1.8211501228,0,15,171,264,1485,0.41,0.701561748793818,23.79304352,1,0,0,3.92342168613139,11.7895,270
Zm00001d000213,0,0,0,-1.8211501228,0,12,73,528,2039,0.41,0.676160755633009,67.98606935,1,0,0,3.30494356569343,9.34623,248
Zm00001d000214,0,0,0,-1.8211501228,0,1,711,0,894,0.56,0.739514548315384,0,0,0,0,0.649526202554745,37.0252,15
Zm00001d000216,0,0,0,-1.8211501228,0,1,0,0,1317,0.67,0.917277504212519,0,0,0,0,16.3349835715328,1764.67,12
Zm00001d000217,0,0,0,-1.8211501228,0,6,0,0,1938,0.44,0.653537903583965,0,0,0,0,0,0,0
Zm00001d000219,0,0,0,-1.8211501228,0,2,0,0,336,0.37,0.641360983778514,0,0,0,0,0.003846386861314,0.660918,0
Zm00001d000220,0,0,0,-1.8211501228,0,1,0,0,1635,0.59,0.778233773191922,0,0,0,0,1.74579205583942,8.65085,194
Zm00001d000222,0,0,0,-1.8211501228,0,6,336,354,804,0.53,0.911491097985092,909.2002519,1,0,0,65.9395927886861,471.631,260
Zm00001d000223,0,0,0,-1.8211501228,0,5,113,304,1943,0.43,0.654712307090917,0,0,0,0,2.26675496715328,7.68526,225
Zm00001d000224,0,0,0,-1.8211501228,0,5,269,233,1303,0.49,0.761653141627504,0,0,0,0,52.4667139416058,1017.68,274
Zm00001d000229,0,0,0,-1.8211501228,0,1,0,0,879,0.69,0.871688758277725,0,0,0,0,5.34032921642336,81.3574,111
Zm00001d000230,0,0,0,-1.8211501228,0,8,82,106,932,0.46,0.743918982581122,234.3554514,1,0,0,8.38257771350365,66.6467,213
Zm00001d000233,0,0,0,-1.8211501228,0,2,216,177,2403,0.59,0.916059604357205,49.28600615,1,0,0,0.478347251824818,8.67213,46
Zm00001d000240,0,0,0,-1.8211501228,0,7,135,271,861,0.42,0.697701043631988,406.9877379,1,0,0,18.7571663868613,35.5383,274
Zm00001d000241,0,0,0,-1.8211501228,0,7,253,267,621,0.44,0.647516609009751,729.0226595,1,0,0,11.2524413868613,39.2143,265
Zm00001d000242,0,0,0,-1.8211501228,0,1,0,0,318,0.57,0.766314384680943,0,0,0,0,2.21449537919708,43.7897,88
Zm00001d000301,0,0,0,-1.8211501228,0,2,0,0,2128,0.54,0.769594141435289,0,0,0,0,3.59652874014599,14.0861,209
Zm00001d000302,0,0,0,-1.8211501228,0,8,158,285,877,0.48,0.687970082929117,1258.420217,1,0,0,63.8399145985401,613.409,274
Zm00001d000304,0,0,0,-1.8211501228,0,2,200,2676,1252,0.51,0.851516404107415,0,0,0,0,21.2633909573358,2271.82,45
Zm00001d000306,0,0,0,-1.8211501228,0,1,0,0,327,0.5,0.64438312717552,0,0,0,0,0.200193551824818,7.97241,11
Zm00001d001763,0.000161290322581,0.01,0,-1.49974375776,1,1,0,0,846,0.73,0.867982851834921,84.76295394,1,1,0.001182033096927,6.37254339051095,30.6061,229
Zm00001d001765,0,0,0,0.81810069379,7,12,110,211,1923,0.46,0.658441565424733,318.5521479,1,13,0.000745284641403,32.3600655839416,66.9951,274
Zm00001d001766,0.00258064516129,0.11,0,0.0679092634148,5,1,0,0,936,0.74,0.876683685420756,35.38772439,1,2,0.002136752136752,21.9496838029197,213.348,259
Zm00001d001767,0.001935483870968,0.03,0,-1.8211501228,0,1,0,0,1110,0.57,0.774461651135931,59.15652908,1,2,0.001801801801802,8.06360072992701,40.8797,230
Zm00001d001769,0.003225806451613,0.03,0,0.0723216868083,5,2,0,0,1180,0.57,0.891551042361847,0,0,7,0.002938706968934,1.30234595875912,17.0066,79
Zm00001d001770,0.111935483870968,0.82,0.0645161290323,-1.8211501228,0,10,98,0,1182,0.42,0.724188602162762,0,0,1,0.000223015165031,0.017604227518248,1.43544,2
Zm00001d001775,0.123870967741936,0.96,0.112903225806,-1.8211501228,0,4,130,0,278,0.49,0.820222234768722,0,0,14,0.013320647002855,0,0,0
Zm00001d001776,0.003064516129032,0.14,0,0.81810069379,7,1,0,0,243,0.72,0.893102762909514,0,0,1,0.004115226337449,1.99818773722628,40.8059,77
Zm00001d001780,0.005806451612903,0.07,0,0.81810069379,7,13,220,363,1536,0.42,0.671600834822952,214.3809236,1,24,0.002996628792608,14.3467169343066,35.2133,274
Zm00001d001781,0.018064516129032,0.23,0,-1.8211501228,0,1,0,0,2046,0.57,0.776131191638269,20.72335716,1,18,0.008797653958944,5.59040784562044,34.5536,163
Zm00001d001784,0.010161290322581,0.12,0,0.81810069379,7,6,87,261,1308,0.53,0.804865412203321,36.4047949,1,29,0.011521652761224,7.06616365218978,77.5098,214
Zm00001d001785,0.000161290322581,0.01,0,0.81810069379,7,1,0,0,3039,0.47,0.685309830551117,1091.118666,1,13,0.004277722935176,24.0233271989416,101.795,211
Zm00001d001786,0.007903225806452,0.08,0,0.81810069379,7,14,248,173,2099,0.47,0.702959005779245,0,0,31,0.006149573497322,8.92682543576642,47.0161,211
Zm00001d001787,0.003870967741936,0.15,0,0.42210108708,6,8,350,473,609,0.51,0.75018621511874,1538.987591,1,37,0.003460207612457,25.1235752919708,56.448,274
Zm00001d001788,0.000161290322581,0.01,0,0.81810069379,7,21,119,22,3660,0.43,0.681509799002852,1049.318215,1,28,0.002186475089802,24.2700097080292,92.9635,274
Zm00001d001789,0.001129032258064,0.03,0,0.81810069379,7,12,193,264,755,0.42,0.686668381476763,2062.059971,1,9,0.003066439522998,35.6049473722628,168.882,274
Zm00001d001790,0.012741935483871,0.23,0,0.81810069379,7,9,594,236,1582,0.46,0.697211718884588,242.9849565,1,18,0.00450563204005,11.9887935036496,24.4634,274
Zm00001d001791,0.01,0.11,0,0.81810069379,7,4,102,174,1352,0.6,0.889486578720136,38.43902446,1,25,0.012840267077555,3.12397289562044,33.7224,124
Zm00001d001792,0.339677419354839,1,0.338709677419,-1.8211501228,0,7,0,313,1115,0.42,0.732288184122628,0,0,0,0,0.012094923613139,0.331142,0
Zm00001d001798,0.004838709677419,0.15,0,0.81810069379,7,6,101,296,989,0.48,0.766767030246249,102.0126078,1,14,0.005399151561897,16.6318910218978,39.1715,274
Zm00001d001799,0.006774193548387,0.15,0,-1.49974375776,1,6,266,299,659,0.41,0.709864547999638,1233.06222,1,21,0.008244994110719,11.6811848905109,33.0768,274
Zm00001d001802,0.018548387096774,0.55,0.0161290322581,-1.8211501228,0,2,444,0,196,0.47,0.774324634957275,1346.288939,1,6,0.002148227712137,17.5508047153285,60.0011,264
Zm00001d001803,0.000161290322581,0.01,0,0.463908870124,6,9,257,0,1993,0.44,0.689965248409904,164.3368763,1,35,0.007494646680942,25.1269784229927,103.807,236
Zm00001d001804,0.019032258064516,0.27,0,0.463908870124,6,15,880,120,1790,0.45,0.736240669718369,5.506876138,1,52,0.009394760614273,6.8657014729927,141.345,200
Zm00001d001806,0.006451612903226,0.15,0,0.463908870124,6,5,85,681,2704,0.48,0.692845364570582,0,0,42,0.009168303863785,3.31043132554745,21.073,198
Zm00001d001807,0.005,0.16,0,0.0723216868083,5,5,224,620,406,0.43,0.737770570936356,476.9106851,1,24,0.009115077857957,5.4217827919708,173.485,271
Zm00001d001808,0.007258064516129,0.11,0,0.0714031942138,5,10,128,0,1482,0.44,0.709656519715209,429.1514193,1,13,0.003643497757848,18.7965044525547,61.0632,274
Zm00001d001809,0.011774193548387,0.21,0,0.463908870124,6,19,632,382,1361,0.49,0.660169418671432,171.3065301,1,52,0.002593774940144,22.8271119708029,50.5195,274
Zm00001d001811,0.084193548387097,0.44,0,0.463908870124,6,5,316,326,653,0.48,0.737503456800781,83.05254691,1,47,0.01441275682306,12.6413051824818,56.1824,274
Zm00001d001812,0.03,0.33,0,-1.49974375776,1,1,0,0,1392,0.73,0.899598401361356,856.2661666,1,23,0.016522988505747,14.8539555124088,160.302,252
Zm00001d001813,0.026290322580645,0.32,0,0.463908870124,6,6,381,185,1168,0.54,0.824666052829796,26.4726771,1,40,0.017035775127768,9.49763774087591,34.0256,247
Zm00001d001814,0.032741935483871,0.23,0,0.463908870124,6,3,64,329,900,0.44,0.783415908565213,3347.93316,1,48,0.012390294269489,46.2305059124088,98.5812,274
Zm00001d001819,0.032903225806452,0.3,0,0.81810069379,7,9,10,255,1049,0.41,0.731782261127059,0,0,44,0.011789924973205,2.67853424817518,7.24601,240
Zm00001d001820,0.001451612903226,0.08,0,0.81810069379,7,2,95,215,1164,0.63,0.901322284136765,5279.364842,1,23,0.014584654407102,317.619797579197,9672.45,195
Zm00001d001826,0.102258064516129,0.81,0.0483870967742,0.81810069379,7,3,55,2,633,0.61,0.74031788225023,0,0,22,0.018032786885246,7.4659132080292,74.8145,173
Zm00001d001827,0.026129032258065,0.17,0,0.81810069379,7,12,172,699,2093,0.46,0.669829701966031,0,0,85,0.01486013986014,6.82165295620438,16.3758,274
Zm00001d001828,0.026612903225807,0.18,0,0.81810069379,7,18,186,570,2772,0.4,0.644443087804343,29.51164544,1,27,0.003073070794446,9.31326441970803,35.0377,249
Zm00001d001829,0.013709677419355,0.35,0,0.81810069379,7,1,0,0,402,0.7,0.894117834690733,0,0,7,0.017412935323383,4.10209826715329,352.734,82
Zm00001d001830,0.023709677419355,0.37,0,-1.49974375776,1,6,200,290,524,0.42,0.748958313294524,46.3487021,1,33,0.008489837921276,8.01441718978102,20.5105,274
Zm00001d001831,0.038064516129032,0.25,0,0.81810069379,7,4,255,425,1544,0.47,0.784561347166026,1515.056565,1,54,0.012599160055996,41.6454748175182,177.73,273
Zm00001d001832,0.043225806451613,0.49,0,0.81810069379,7,1,0,0,756,0.71,0.902929536687155,8.494057982,1,17,0.022486772486773,4.54509931605839,64.2035,125
Zm00001d001833,0.261129032258064,1,0.209677419355,-1.8211501228,0,2,0,0,1344,0.53,0.870861889870314,0,0,30,0.004848876676903,0.017521238321168,0.51283,0
Zm00001d001834,0.11758064516129,0.42,0,-1.8211501228,0,11,372,516,2533,0.42,0.62800713554014,166.161136,1,5,0.000617741536941,13.9855252554745,30.0599,274
Zm00001d001835,0.009354838709678,0.13,0,0.81810069379,7,1,0,0,1395,0.71,0.867814248235866,0,0,12,0.008602150537634,2.02498131094891,23.2039,86
Zm00001d001836,0.047258064516129,0.42,0,-1.8211501228,0,9,0,48,897,0.36,0.655507387893703,0,0,7,0.001264450867052,0,0,0
Zm00001d001837,0.000645161290322,0.03,0,0.81810069379,7,2,265,257,894,0.45,0.742561572642927,196.1565545,1,4,0.001052077853761,18.4558182007299,40.1349,273
Zm00001d001838,0.002903225806452,0.11,0,0.0340078345627,5,9,105,334,1316,0.42,0.74549273886593,0,0,12,0.001931434089812,0.842017475182482,15.9727,49
Zm00001d001839,0.099516129032258,0.84,0.0967741935484,0.463908870124,6,1,0,0,768,0.74,0.913733303781701,170.1002658,1,12,0.015625,10.772196,89.9884,177
Zm00001d001841,0.271612903225806,0.75,0.338709677419,-1.49974375776,1,4,0,374,510,0.43,0.747551953423861,0,0,21,0.004773812230052,8.42520212043796,19.4631,271
Zm00001d001842,0.001774193548387,0.03,0,0.81810069379,7,1,0,0,1797,0.62,0.797322162983895,0,0,10,0.005564830272677,0.697291824817518,3.27601,56
Zm00001d001843,0,0,0,0.463908870124,6,2,71,225,534,0.49,0.778102373650188,2370.783429,1,18,0.011960132890366,29.1180434306569,208.92,274
Zm00001d001844,0.000645161290322,0.02,0,0.81810069379,7,12,156,386,2398,0.43,0.650730845405272,3.494831536,1,15,0.003169907016061,4.34338226277372,14.9978,241
Zm00001d001845,0.006774193548387,0.14,0,0.42210108708,6,1,0,0,1599,0.57,0.770485342059466,0,0,17,0.010631644777986,1.78547688175182,6.35517,177
Zm00001d001846,0.003870967741936,0.08,0,0.81810069379,7,6,180,480,2160,0.42,0.733812264610485,0,0,12,0.0021513087128,30.1918702554745,63.7993,274
Zm00001d001847,0.003870967741935,0.05,0,-1.49974375776,1,6,217,551,1734,0.43,0.659598832333909,21.16931567,1,29,0.004604636392506,8.28048260583942,23.4995,270
Zm00001d001848,0.000806451612903,0.02,0,0.425595017879,6,13,0,401,14237,0.42,0.632685470238943,3.087529714,1,26,0.000929899856938,10.0091033941606,23.941,274
Zm00001d001849,0.012096774193548,0.15,0,0.81810069379,7,2,88,291,1671,0.67,0.894346793678475,306.9837279,1,22,0.010068649885584,15.6115480919708,127.37,233
Zm00001d001850,0.305161290322581,0.73,0.129032258065,-1.49974375776,1,6,0,0,2472,0.52,0.850672481760893,0,0,37,0.006677495036997,0.625264780656934,27.7882,19
Zm00001d001851,0.671290322580645,1,0.693548387097,-1.8211501228,0,2,0,593,219,0.5,0.861386601509278,0,0,0,0,0.00032988649635,0.0629513,0
Zm00001d001852,0.127096774193548,0.88,0.0483870967742,0.0340078345627,5,3,76,110,432,0.66,0.792715603206711,0,0,11,0.013530135301353,9.98725014927007,257.116,140
Zm00001d001855,0.010967741935484,0.27,0,0.463908870124,6,5,330,829,1066,0.46,0.646979940900134,0,0,61,0.017862371888726,2.08536151824818,4.76382,227
Zm00001d001857,0.010483870967742,0.21,0,-1.49974375776,1,3,54,104,763,0.61,0.91144869261108,15274.38802,1,15,0.011673151750973,143.591999075912,1322.25,233
Zm00001d001858,0.025483870967742,0.42,0,0.81810069379,7,2,274,141,1681,0.58,0.905884613403635,5.311835539,1,50,0.015994881637876,4.73779135620438,29.0168,209
Zm00001d001859,0.023387096774194,0.18,0,0.425595017879,6,19,0,253,3034,0.42,0.673910261968518,92.08822898,1,30,0.004638936137313,11.1530860583942,24.2523,274
Zm00001d001860,0.016129032258064,0.29,0,-1.49974375776,1,12,27,320,913,0.39,0.721453080823581,476.5970446,1,12,0.003301237964237,5.19685161313869,59.657,222
Zm00001d001861,0.009838709677419,0.39,0,0.81810069379,7,8,62,587,759,0.43,0.745266252432536,0,0,43,0.007717157214645,4.17254634306569,18.1128,250
Zm00001d001862,0.022580645161291,0.36,0,0.463908870124,6,1,0,0,897,0.78,0.893044677938971,3.382695643,1,9,0.010033444816054,12.2915375145985,265.816,217
Zm00001d001864,0.057741935483871,0.28,0,0.81810069379,7,7,25,170,1135,0.46,0.762707747133066,94.85164189,1,30,0.002984777634066,6.85187363138686,41.7147,270
Zm00001d001865,0.147741935483871,1,0.112903225806,0.463908870124,6,1,73,239,471,0.6,0.868768599258541,0,0,33,0.042145593869732,20.3241290474453,185.431,237
Zm00001d001866,0.016612903225806,0.2,0,0.81810069379,7,8,0,531,1045,0.44,0.701491134673401,0,0,45,0.007511266900351,9.18549536861314,56.7224,267
Zm00001d001868,0.011612903225807,0.16,0,0.81810069379,7,5,138,343,1214,0.5,0.713241306111505,50.2064722,1,39,0.014936805821524,19.1558349270073,73.2815,274
